,doc_id,text,triplets,rel_count,len,new_len,in_len,relations,rel_len
889,5637,Azerbaijan says no to Armenian peace talks if Macron present. Azerbaijan's President Ilham Aliyev said Friday Azerbaijan's President Ilham Aliyev would not meet the prime minister of arch-foe Armenia as planned in Brussels next month because Azerbaijan demanded Macron mediate.,<triplet> Azerbaijan <subj> Macron <obj> Demand <triplet> Azerbaijan <subj> Armenian <obj> Reduce Relations <triplet> Azerbaijan <subj> Macron <obj> Disapprove <triplet> Azerbaijan's President Ilham Aliyev <subj> prime minister of arch-foe Armenia <obj> Reduce Relations <triplet> Azerbaijan's President Ilham Aliyev <subj> Macron <obj> Disapprove <triplet> Azerbaijan's President Ilham Aliyev <subj> Azerbaijan's President Ilham Aliyev <obj> Make Public Statement <triplet> Azerbaijan's President Ilham Aliyev <subj> prime minister of arch-foe Armenia <obj> Make Public Statement <triplet> Azerbaijan's President Ilham Aliyev <subj> Azerbaijan <obj> Make Public Statement <triplet> Azerbaijan's President Ilham Aliyev <subj> Macron <obj> Make Public Statement,9,9,9,277,"['Demand', 'Reduce Relations', 'Disapprove', 'Reduce Relations', 'Disapprove', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",9
890,4884,"Factory fire kills at least 36 in central China, suspects taken into custody. Thirty-six people were killed and two were missing after a fire at a plant in central China, state media said Tuesday, citing local authorities.",<triplet> local authorities <subj> suspects <obj> Coerce <triplet> suspects <subj> at least 36 <obj> Assault <triplet> state media <subj> Thirty-six people <obj> Make Public Statement <triplet> state media <subj> a plant in central China <obj> Make Public Statement,4,4,4,222,"['Coerce', 'Assault', 'Make Public Statement', 'Make Public Statement']",4
891,3423,"Six dead in Istanbul blast, police arrest attacker. Six people were killed and 53 others were wounded on Sunday when an explosion rocked a busy pedestrian street in central Istanbul in an incident President Tayyip Erdogan called a bomb attack that ""smells like terrorism"".",<triplet> police <subj> attacker <obj> Coerce <triplet> attacker <subj> Istanbul <obj> Assault <triplet> an explosion <subj> 53 others <obj> Assault <triplet> an explosion <subj> a busy pedestrian street in central Istanbul <obj> Assault <triplet> an explosion <subj> Six people <obj> Assault <triplet> attacker <subj> Six <obj> Assault <triplet> President Tayyip Erdogan <subj> an incident <obj> Make Public Statement,7,7,7,272,"['Coerce', 'Assault', 'Assault', 'Assault', 'Assault', 'Assault', 'Make Public Statement']",7
892,1359,"Zelensky reiterates call for defenses to protect energy infrastructure. International assistance will be vital in overcoming Russia’s sustained assault on Ukrainian energy facilities, Zelensky said in Zelensky's nightly address on Tuesday, highlighting diplomatic efforts to counterbalance Russia’s attacks.   “We will do everything to give people electricity and heat this winter,” said Zelensky. “But we must understand that Russia’s will do …
The post Zelensky reiterates call for defenses to protect energy infrastructure appeared first on Egypt Independent.",<triplet> Zelensky <subj> defenses to protect energy infrastructure <obj> Appeal <triplet> Zelensky <subj> Zelensky <obj> Make Public Statement <triplet> Zelensky <subj> Russia <obj> Make Public Statement <triplet> Russia <subj> Ukrainian energy facilities <obj> Fight <triplet> Zelensky <subj> people <obj> Make Public Statement <triplet> Zelensky <subj> Russia <obj> Make Public Statement,6,6,5,562,"['Appeal', 'Make Public Statement', 'Make Public Statement', 'Fight', 'Make Public Statement', 'Make Public Statement']",6
893,2506,"For ‘when you win’: Sean Penn visits Ukraine’s Zelensky, loans Ukraine’s Zelensky an Oscar. “It’s just a symbolic, silly thing,” Sean Penn said, seated beside Ukraine’s Zelensky at a ceremonial table and pressing Sean Penn's hand on Ukraine’s Zelensky's arm to emphasise Sean Penn's words as aides smiled and laughed.",<triplet> Sean Penn <subj> Ukraine’s Zelensky <obj> Consult <triplet> Sean Penn <subj> Ukraine’s Zelensky <obj> Engage In Material Cooperation,2,2,2,317,"['Consult', 'Engage In Material Cooperation']",2
894,2352,"Trump calls Pelosi ‘an animal’ and vows to end Pelosi's career. On the eve of the midterms, it’s a new low for the former US president who knows Pelosi is already shaken by a violent attack on Pelosi's husband.",<triplet> a violent attack <subj> Pelosi's husband <obj> Assault <triplet> Trump <subj> Pelosi <obj> Disapprove,2,2,2,210,"['Assault', 'Disapprove']",2
895,5385,"Grossi: IAEA consultations with Russia and Ukraine on Zaporozhye NPP safety zone continue. It is also pointed out that to avoid a nuclear accident, IAEA ""cannot continue counting on good luck""",<triplet> IAEA <subj> Russia <obj> Consult <triplet> IAEA <subj> Ukraine <obj> Consult,2,2,2,192,"['Consult', 'Consult']",2
896,6126,"Chinese Unrest Over Lockdown Upends Global Economic Outlook. Growing protests in the world’s biggest manufacturing nation add a new element of uncertainty atop the Ukraine war, an energy crisis and inflation.",<triplet> Chinese Unrest <subj> Lockdown <obj> Protest <triplet> Growing protests <subj> the world’s biggest manufacturing nation <obj> Protest,2,2,2,208,"['Protest', 'Protest']",2
897,2594,"Egypt, Vatican’s PMs and Egyptian PM The post Egypt, Vatican’s PMs and Egyptian PM meet on sidelines of COP27 on sidelines of COP27. Prime Minister Mostafa Madbouly the meeting Tuesday evening with Cardinal Pietro Parolin, Prime Minister of Vatican’s, on the sidelines of the 27th session of the Conference of the States Parties to the United Nations Framework Convention on Climate Change (COP27) in Sharm el-Sheikh. At the beginning of the meeting, Prime Minister Mostafa Madbouly stressed the friendly relations that …
The post Egypt, Vatican’s's PMs and Egyptian PM meet on sidelines of COP27 appeared first on Egypt Independent.","<triplet> Vatican’s PMs <subj> Egyptian PM <obj> Consult <triplet> Egyptian PM <subj> Vatican’s PMs <obj> Consult <triplet> Prime Minister Mostafa Madbouly <subj> Cardinal Pietro Parolin, Prime Minister of Vatican <obj> Consult <triplet> Cardinal Pietro Parolin, Prime Minister of Vatican <subj> Prime Minister Mostafa Madbouly <obj> Consult",4,4,4,633,"['Consult', 'Consult', 'Consult', 'Consult']",4
898,2243,"Astana-format Syrian peace talks due in Kazakhstan's capital city in late November. It is noted that the previous, 18th, meeting took place in Kazakhstan's on June 15-16",<triplet> Astana-format Syrian peace talks <subj> Kazakhstan's capital city <obj> Consult,1,1,1,169,['Consult'],1
899,2527,"Pentagon deputy chief admits that aid to Ukraine empties Pentagon arsenals. The military aid to Ukraine was in no way undermining US defense capabilities, US Under Secretary of Defense for Policy Colin Kahl said",<triplet> US Under Secretary of Defense for Policy Colin Kahl <subj> Ukraine <obj> Make Public Statement <triplet> US Under Secretary of Defense for Policy Colin Kahl <subj> US defense capabilities <obj> Make Public Statement <triplet> Pentagon deputy chief <subj> Ukraine <obj> Make Public Statement <triplet> Pentagon deputy chief <subj> Pentagon arsenals <obj> Make Public Statement,4,4,4,211,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",4
900,5633,"Faced with threat from mainland China, Taiwan holds Taiwan's breath. After decades of threats from mainland China, tensions over Taiwan are arguably higher than at any time since 1949. As Chinese President Xi Jinping considers the use of force to invade Taiwan and steps up military preparations, the threat of war hangs over 23 million Taiwanese citizens. FRANCE 24's team went to Taiwan to experience first-hand how people are coping. FRANCE 24's team met citizens tempted by independence, young politicians on the campaign trail and billionaire warmonger Robert Tsao, who is spending his fortune on preparing the defence of Taiwan.",<triplet> mainland China <subj> Taiwan <obj> Threaten <triplet> mainland China <subj> Taiwan <obj> Threaten <triplet> Chinese President Xi Jinping <subj> Taiwan <obj> Exhibit Military Posture <triplet> FRANCE 24's team <subj> Taiwan <obj> Consult <triplet> FRANCE 24's team <subj> citizens tempted by independence <obj> Consult <triplet> FRANCE 24's team <subj> young politicians on the campaign trail <obj> Consult <triplet> FRANCE 24's team <subj> billionaire warmonger Robert Tsao <obj> Consult <triplet> billionaire warmonger Robert Tsao <subj> Taiwan <obj> Engage In Material Cooperation,8,8,7,634,"['Threaten', 'Threaten', 'Exhibit Military Posture', 'Consult', 'Consult', 'Consult', 'Consult', 'Engage In Material Cooperation']",8
901,6258,Situation in Ukraine fraught with risk of third world war — Hungarian top diplomat. Peter Szijjarto will take part in a meeting of NATO foreign ministers in Bucharest,<triplet> Hungarian top diplomat <subj> Ukraine <obj> Make Public Statement <triplet> Peter Szijjarto <subj> a meeting of NATO foreign ministers <obj> Consult,2,2,2,166,"['Make Public Statement', 'Consult']",2
902,3249,"Kenyan peacekeepers arrive in DR Congo's volatile North Kivu province. Kenyan peacekeepers landed in the city of Goma in eastern Democratic Republic of Congo on Saturday, as part of a regional military operation targeting rebels in eastern Democratic Republic of Congo.",<triplet> a regional military operation <subj> rebels in eastern Democratic Republic of Congo <obj> Fight <triplet> Kenyan peacekeepers <subj> a regional military operation <obj> Engage In Material Cooperation <triplet> Kenyan peacekeepers <subj> the city of Goma in eastern Democratic Republic of Congo <obj> Consult <triplet> Kenyan peacekeepers <subj> DR Congo's volatile North Kivu province <obj> Consult,4,4,4,269,"['Fight', 'Engage In Material Cooperation', 'Consult', 'Consult']",4
903,1592,"Former Prime Minister Imran Khan shot in foot in reported assassination attempt in Pakistan. Islamabad, PakistanCNN —  Pakistan's ex-Prime Minister Imran Khan was shot in the foot at a rally Thursday, according to an official from Former Prime Minister Imran Khan's party, which said the incident was an assassination attempt. A bullet hit Former Prime Minister Imran Khan in Former Prime Minister Imran Khan's foot after a gunman opened fire, Pakistan Tehreek-e-Insaf (PTI) senior leader Asad Umar said. Former Prime Minister Imran Khan was taken from …
The post Former Prime Minister Imran Khan shot in foot in reported assassination attempt in Pakistan appeared first on Egypt Independent.",<triplet> an official from Former Prime Minister Imran Khan's party <subj> Pakistan's ex-Prime Minister Imran Khan <obj> Make Public Statement <triplet> a gunman <subj> Former Prime Minister Imran Khan <obj> Assault <triplet> Pakistan Tehreek-e-Insaf (PTI) senior leader Asad Umar <subj> Former Prime Minister Imran Khan <obj> Make Public Statement <triplet> Pakistan Tehreek-e-Insaf (PTI) senior leader Asad Umar <subj> a gunman <obj> Make Public Statement,4,4,4,692,"['Make Public Statement', 'Assault', 'Make Public Statement', 'Make Public Statement']",4
904,6327,"After suspicious death, Belarus’ top diplomat is buried. Some media and observers alleged without offering evidence that Belarus’ top diplomat could have been poisoned by security agencies of Belarus’'s main ally Russia.",<triplet> Some media and observers <subj> security agencies of Belarus’'s main ally Russia <obj> Disapprove <triplet> security agencies of Belarus’'s main ally Russia <subj> Belarus’ top diplomat <obj> Assault,2,2,2,220,"['Disapprove', 'Assault']",2
905,3594,"EU to train 15,000 Ukrainian troops in Poland, other countries. The EU Foreign Affairs Council officially kicked off the training mission for the Ukrainian forces","<triplet> The EU Foreign Affairs Council <subj> Ukrainian forces <obj> Engage In Material Cooperation <triplet> EU <subj> 15,000 Ukrainian troops <obj> Engage In Material Cooperation",2,2,2,162,"['Engage In Material Cooperation', 'Engage In Material Cooperation']",2
906,4534,"Symbol of reunion with China, panda Tuan Tuan dies in Taipei. panda Tuan Tuan was believed to have a malignant brain tumour, prompting China to send a pair of experts to Taiwan earlier this month to help with panda Tuan Tuan's treatment.",<triplet> China <subj> Taiwan <obj> Engage In Material Cooperation,1,1,1,237,['Engage In Material Cooperation'],1
